2018-05-29 16:21:09 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#14 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#15 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#16 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#17 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#18 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#19 {main}


2018-05-30 04:28:58 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:28:58 Error: [ParseError] syntax error, unexpected 'event' (T_STRING), expecting variable (T_VARIABLE)
Request URL: /users
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/composer/ClassLoader.php(322): Composer\Autoload\includeFile('/var/www/php-pr...')
#1 [internal function]: Composer\Autoload\ClassLoader->loadClass('App\\Controller\\...')
#2 [internal function]: spl_autoload_call('App\\Controller\\...')
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(152): class_exists('App\\Controller\\...')
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(64): Cake\Core\App::_classExistsInBase('\\Controller\\Use...', 'App')
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(89): Cake\Core\App::className('Users', 'Controller', 'Controller')
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(37): Cake\Http\ControllerFactory->getControllerClass(Object(Cake\Http\ServerRequest))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(91): Cake\Http\ControllerFactory->create(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#14 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#15 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#16 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#17 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#18 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#19 {main}


2018-05-30 04:28:58 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:28:58 Error: [ParseError] syntax error, unexpected 'event' (T_STRING), expecting variable (T_VARIABLE)
Request URL: /users
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/composer/ClassLoader.php(322): Composer\Autoload\includeFile('/var/www/php-pr...')
#1 [internal function]: Composer\Autoload\ClassLoader->loadClass('App\\Controller\\...')
#2 [internal function]: spl_autoload_call('App\\Controller\\...')
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(152): class_exists('App\\Controller\\...')
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(64): Cake\Core\App::_classExistsInBase('\\Controller\\Use...', 'App')
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(89): Cake\Core\App::className('Users', 'Controller', 'Controller')
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(37): Cake\Http\ControllerFactory->getControllerClass(Object(Cake\Http\ServerRequest))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(91): Cake\Http\ControllerFactory->create(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#14 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#15 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#16 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#17 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#18 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#19 {main}


2018-05-30 04:28:58 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:28:58 Error: [ParseError] syntax error, unexpected 'event' (T_STRING), expecting variable (T_VARIABLE)
Request URL: /users
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/composer/ClassLoader.php(322): Composer\Autoload\includeFile('/var/www/php-pr...')
#1 [internal function]: Composer\Autoload\ClassLoader->loadClass('App\\Controller\\...')
#2 [internal function]: spl_autoload_call('App\\Controller\\...')
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(152): class_exists('App\\Controller\\...')
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(64): Cake\Core\App::_classExistsInBase('\\Controller\\Use...', 'App')
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(89): Cake\Core\App::className('Users', 'Controller', 'Controller')
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(37): Cake\Http\ControllerFactory->getControllerClass(Object(Cake\Http\ServerRequest))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(91): Cake\Http\ControllerFactory->create(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#14 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#15 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#16 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#17 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#18 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#19 {main}


2018-05-30 04:28:58 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:28:58 Error: [ParseError] syntax error, unexpected 'event' (T_STRING), expecting variable (T_VARIABLE)
Request URL: /users
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/composer/ClassLoader.php(322): Composer\Autoload\includeFile('/var/www/php-pr...')
#1 [internal function]: Composer\Autoload\ClassLoader->loadClass('App\\Controller\\...')
#2 [internal function]: spl_autoload_call('App\\Controller\\...')
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(152): class_exists('App\\Controller\\...')
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(64): Cake\Core\App::_classExistsInBase('\\Controller\\Use...', 'App')
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(89): Cake\Core\App::className('Users', 'Controller', 'Controller')
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(37): Cake\Http\ControllerFactory->getControllerClass(Object(Cake\Http\ServerRequest))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(91): Cake\Http\ControllerFactory->create(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#14 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#15 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#16 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#17 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#18 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#19 {main}


2018-05-30 04:28:58 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:28:58 Error: [ParseError] syntax error, unexpected 'event' (T_STRING), expecting variable (T_VARIABLE)
Request URL: /users
Referer URL: http://php-practices.com/cakephp-login-logout-forgot-password/users
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/composer/ClassLoader.php(322): Composer\Autoload\includeFile('/var/www/php-pr...')
#1 [internal function]: Composer\Autoload\ClassLoader->loadClass('App\\Controller\\...')
#2 [internal function]: spl_autoload_call('App\\Controller\\...')
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(152): class_exists('App\\Controller\\...')
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Core/App.php(64): Cake\Core\App::_classExistsInBase('\\Controller\\Use...', 'App')
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(89): Cake\Core\App::className('Users', 'Controller', 'Controller')
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ControllerFactory.php(37): Cake\Http\ControllerFactory->getControllerClass(Object(Cake\Http\ServerRequest))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(91): Cake\Http\ControllerFactory->create(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#12 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#13 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#14 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#15 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#16 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#17 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Server.php(98): Cake\Http\Runner->run(Object(Cake\Http\MiddlewareQueue), Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#18 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/webroot/index.php(40): Cake\Http\Server->run()
#19 {main}


2018-05-30 04:29:13 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:29:15 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:30:20 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:30:21 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:31:46 Warning: DebugKit is disabling itself as your host `php-practices.com` is not in the known safe list of top-level-domains (localhost, dev, invalid, test, example, local). If you would like to force DebugKit on use the `DebugKit.forceEnable` Configure option.
2018-05-30 04:31:46 Error: [Error] Call to a member function user() on boolean
Request URL: /users/login
Stack Trace:
#0 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Controller/Controller.php(596): App\Controller\UsersController->login()
#1 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(120): Cake\Controller\Controller->invokeAction()
#2 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/ActionDispatcher.php(94): Cake\Http\ActionDispatcher->_invoke(Object(App\Controller\UsersController))
#3 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/BaseApplication.php(228): Cake\Http\ActionDispatcher->dispatch(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#4 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Http\BaseApplication->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#5 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/RoutingMiddleware.php(158): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#6 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\RoutingMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#7 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Routing/Middleware/AssetMiddleware.php(88): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#8 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Routing\Middleware\AssetMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#9 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Error/Middleware/ErrorHandlerMiddleware.php(98): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
#10 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(65): Cake\Error\Middleware\ErrorHandlerMiddleware->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response), Object(Cake\Http\Runner))
#11 /var/www/php-practices.com/public_html/cakephp-login-logout-forgot-password/vendor/cakephp/cakephp/src/Http/Runner.php(51): Cake\Http\Runner->__invoke(Object(Cake\Http\ServerRequest), Object(Cake\Http\Response))
